@relation sms_test

@attribute class {3,2,1}
@attribute text String

@data
2,'янЁ »ёѕ— «÷нЁ —’нѕ гд ќб«б »Ў«ё«  «б Џ»∆… Џбм «бћж«б'
2,'‘ж ен… Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'янЁ »ёѕ— «Џ—Ё ёѕн‘ ÷«нб Џдѕн —’нѕ'
2,'янЁ »ёѕ— «” Џбг Џд —’нѕн бг« «” ќѕг ќѕг… «б ћж«б «бѕжбн'
2,'ёѕн‘ »ябЁ «–« »ѕн «—”б —”«б… ж «д« »” ќѕг ќѕг… «б ћж«б'
2,'янЁ »ёѕ— «жЁ— —’нѕн ж «д« гЁЏб ќѕг… «б ћж«б'
2,'янЁ »ёѕ— «Ќжб —’нѕ бЌѕ«'
2,'янЁ »ёѕ— «÷нЁ —’нѕ бг« «‘ —н »Ў«ё…  Џ»∆… ћж«б'
2,'‘жен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'янЁ «Џ—Ё ягн… —’нѕн »«бжё  «бЌ«бн'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'янЁ «жЁ— «” еб«я —’нѕ бг« «яжд гЁЏб «б ћж«б'
2,'«н‘ ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ »√ѕ— «÷нЁ —’нѕ гд ќб«б »Ў«ё«  «б Џ»∆… Џбм ћж«б'
2,'‘ж Ён Ё√   Џ»∆… ќ«’… »я—  «бћж«б'
2,'‘ж «бЎ—н∆… «бн ггяд «Џ—Ё Ёне« яг —’нѕн'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'‘ж «бЎ—н∆… «бн »∆ѕ— «жЁ— Ёне« г’«—нЁ «б ћж«б'
2,'‘ж ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ »∆ѕ— «÷нЁ —’нѕ гд ќб«б »Ў«ё«  «б Џ»∆… Џбм «бћж«б'
2,'‘ж ен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
3,'янЁ »√ѕ— «ќбн ж«Ќѕ н—ћЏбн'
3,'янЁ »ѕн «»Џ  ’ж  г”ћб я—”«б…'
3,'янЁ ггяд «»Џ  ’ж—… »—”«б… ё’н—…'
3,'янЁ ггяд «Џ—Ё гнд —д Џбн бг« няжд  бнЁждн г”я—'
3,'» ‘ џб ‘—нЌ… «бћж«б »—« «б»бѕ'
3,'» ∆ѕ—ж  »Џ жбн —г“ «б»н нж я'
3,'жнд Ён г—«я“ » »нЏ ‘—«∆Ќ ћж«б'
3,'бг« »‘ —н я—  янЁ »Џ»н »«б бнЁжд'
3,'‘ж Ё∆«  я—ж  «бћж«б «бгжћжѕ… »«б”жЅ'
3,'»ѕн «»Џ  ’ж—… Џд Ў—нё —”«б… янЁ »√ѕ— «Џгб еня'
3,'янЁ »√ѕ— «Џ—Ё ‘ж Ён гя«бг«  Ё«∆ … » ж’бдн'
3,'»ѕн «ЌЎ «џдн… бг« «бд«” н—дж Џбн н”гЏже« янЁ'
3,'‘—«∆Ќ гд »—« «б»бѕ » ‘ џб Џ‘»я… ћж«б'
3,'б«“г «‘ —н ‘—нЌ… ћѕнѕ… бг« «”«Ё— »—« «б»бѕ жб« ‘—нЌ… ћж«б » ‘ џб »—«'
3,' бнЁждн г‘ —«÷н нЁ Ќ »Ўб» —г“ «б»н нж я'
3,'жнд » »нЏж ‘—«∆Ќ ћж«б'
3,'янЁ ггяд  ж’бдн «б«ќ»«— «жб »«жб'
3,'‘ж нЏдн «б—”«∆б «б’ж н…'
3,'янЁ нгяд «бЌ’жб Џбм ‘—нЌ… ћж«б'
3,'янЁ ггяд  ж’бдн «б«ќ»«— «жб »«жб'
3,'янЁ нгяд «бЌ’жб Џбм ‘—нЌ… ћж«б'
3,'янЁ ггяд  ж’бдн «б«ќ»«— «жб »«жб'
3,'янЁ нгяд «бЌ’жб Џбм ‘—нЌ… ћж«б'
3,'еб б«“г «џн— ће«“н «Ћд«Ѕ «б ћж«б жб« ће«“н »“»Ў'
3,'янЁ »∆ѕ— «Ќ’б Џбм ‘—нЌ… ћж«б'
3,'янЁ »∆ѕ— «‘ —н ‘—нЌ… ћж«б'
3,'гд жнд »ёѕ— «ћн» ‘—нЌ… ћж«б'
3,'янЁ ггяд «ЌЎ ’ж—… ж «»Џ е« Ён «” г ” б’ѕнён'
3,'янЁ ггяд «Џ—Ё —г“ «б»н нж я  »Џн'
3,'янЁ »ёѕ— «ќбн ‘ќ’ нЌян гЏн ж «д« » ћжб «бѕжб «б «дн…'
3,'б«“г «‘ —н ће«“ ћѕнѕ бг« «ЎбЏ »—« «ж «”«Ё— ж « дёб »нд ѕжб… ж ѕжб…'
3,'янЁ »ёѕ— «»Џ  Ёнѕнж ж ёѕн‘ гѕ… еѕ« «бЁнѕнж ж ёѕн‘ »ябЁдн «»Џ ж'
3,'»ѕн «” Ё”— Џд —г“ «б»н нжя  »Џн'
3,'янЁ ггяд «Џгб —жгндџ б‘—нЌ н «бн ћ«н»е« гЏн гд »—« «б»бѕ'
3,'«÷Ў—н  «џн— ћж«бн «Ћд«Ѕ Џгбн… «б ћж«б ‘ж «б«‘н«Ѕ «бггяд «”жне«'
3,'янЁ »ѕн √∆ѕ— «ћн» ‘—нЌ… ћж«б'
3,'»б“гдн «џн— »бЁждн бг« »ѕн «Џгб  ћж«б'
3,'Ё Ќ  ћж«бн еѕня «бнжг ж Ўб» гд «‘н «”гж «б »н нж яне яжѕ ‘ж е«ѕ« ж янЁ ггяд «Ќ’б Џбне'
3,'«д« г”«Ё— Џбм «б«—ѕд ж Ён Џдѕж я н— « ’«б«  гег… б«“г «Џгбе« «н‘ «б‘»я«  «ббн б«“г «Џгб Џбне« «б ћж«б Џ‘«д «÷бдн «” ё»б «б« ’«б«  »Ў—нё… ’ЌнЌ… ж «Џгб « ’«б« '
3,'«д« ћ«н Џбм Ёб”Ўнд “н«—… ж »ѕн «‘»я ћж«бн Џбм ћж«б янЁ ггяд «Џгб е«ѕ «бЌян'
3,'янЁ »ѕн «ж’б бб»—нѕ «б’ж н  »Џн ж «д« Џ«гб —жгндћ'
3,'«д« г”«Ё— »—… ж »ѕн «Џгб « ’«б«  »б“г «‘ —н ‘—нЌ… ћѕнѕ… гд «б‘»я«  «бгжћжѕ… ед«я жб« »дЁЏ «Џгб —жгндћ Џбм ‘»я… ћж«б'
3,'«не еб ћж«бн —«Ќ н‘ џб «–« яд  »—« «б»бѕ бг« «ЁЏб «б ћж«б жб« б«'
3,'янЁ »ѕн «ћн» ‘—нЌ… ћж«б'
3,'»ѕн «Џ—Ё ‘ж Ё∆«  «б Џ»∆… бя—ж  «бћж«б'
3,'янЁ »ёѕ— «“»Ў «Џѕ«ѕ«  «бж«» Џбм ћж«бн ж ‘ж Ќ“г «б«д —д  «бгжћжѕ… Џдѕяг'
3,'ггяд «б ћж«б »нд ‘»я… «ћд»н… Џбм «бћж«б'
3,'»б“г «џн— ћж«бн бг« «ЎбЏ »—« «б»бѕ'
3,'жнд г—«я“ «б»нЏ «бќ«’… Ёняг'
3,'еб —«Ќ н‘ џб ћж«бн »—« «б»бѕ жб« »” ежд'
3,'янЁ »∆ѕ— «ќбн бг« «—д Џбм Ќѕ« нЎбЏбн «џдн…'
3,'»∆ѕ— «Ќян гя«бг«  ж «д« »—« «б»бѕ'
3,'янЁ »∆ѕ— «ћн» ‘—нЌ… ћж«б'
3,'янЁ »ёѕ— « Ќяг Ё«б«Џѕ«ѕ«  Џбм ћж«бн'
3,'янЁ »ѕн «Џ—Ё «–« Ќѕ —д Џбн ж ћж«бн г”я—'
3,'г‘«д «ЁЏб «б ћж«б Ён ѕ«Џн «ћн» ћж«б ћѕнѕ'
3,'янЁ »ёѕ— «ћн» ‘—нЌ… ћж«б'
3,'янЁ »∆ѕ— «Ќ’б Џбм ‘—нЌ… ћж«б'
3,'—Ќ н‘ џб ће«“н »—« «б»бѕ бг« «ЁЏб «б ћж«б'
3,'янЁ »ёѕ— «Ќ’б Џбм ‘—нЌ… ћж«б'
3,'янЁ »ёѕ— «Џ—Ё «б»н нжя'
3,'янЁ »ёѕ— «ЎбЏ ‘—нЌ… ћж«б'
3,'»ѕн «‘»я «д —д  Џдѕн ж г‘ Џ«—Ё »Ќяжбн Ён б«“г «Џѕ«ѕ«  «бќѕг«  гд жнд »ћн»е« е«н'
3,'я н— »ЎбЏ Џдѕн Џ«бће«“ гя«бг«  Ё«∆ … янЁ »ёѕ— «ЁЏб ќѕг… «дн «ж’бег'
3,'янЁ »ќбн «џдн…  ‘ џб бг« Ќѕ« н ’б Џбн'
3,'гд жнд »ёѕ— «ћн» ‘—нЌ… ћж«б'
3,'б«“г «џн— ће«“н ж «д« »—« «б»бѕ'
3,'янЁ »∆ѕ— «ћн» ‘—нЌ…'
3,'бж »ѕн «‘ —н ‘—нЌ… ћж«б янЁ »ёѕ— «ћн» жЌѕ…'
3,'еб —«Ќ н‘ џб ћж«бн »—« «б»бѕ бг« «ЁЏб «б ћж«б'
3,'янЁ »ёѕ— «Ќ’б Џбм ‘—нЌ… ћж«б'
3,'янЁ »ёѕ— «Ќ’б Џбм —г“ «б»н нжя'
3,'Ён Џдѕяг гћгжЏ… «џ«дн гЏнд… »ёѕ— «ќ «— где« бќѕг… —дбн жб« «д« »ёѕ— «ќ «— «б«џдн… «бн »ѕн н«е«'
3,'еб —«Ќ н‘ џб ћж«бн »—« «б»бѕ бг« «ЁЏб «б ћж«б'
3,'ћж«б Џг »Ўб» гдн —г“ «б»н нжя янЁ »ёѕ— «Ќ’б Џбне'
3,'янЁ »ёѕ— «Ќ’б Џбм ‘—нЌ… ћж«б'
3,'янЁ ггяд  ж’бдн «б«ќ»«— «жб »√жб'
3,'янЁ ггяд «бЌ’жб Џбм ‘—нЌ… ћж«б'
3,'янЁ «ќбн Ќѕ н—ћЏбн Џбм —ёгн »ѕжд г« «—д Џбне'
3,'янЁ »∆ѕ— «Ќ’б Џбм ‘—нЌ… ћж«б'
